E01293	R00057	E01889
E00670	R00068	E00533
E00238	R00084	E00156
E00728	R00022	E01717
E00021	R00015	E01078
E01529	R00081	E01123
E01756	R00014	E01226
E01285	R00047	E00918
E01378	R00042	E01172
E01064	R00040	E01680
E01297	R00011	E00518
E00436	R00050	E00751
E00993	R00012	E01945
E01173	R00018	E00508
E01666	R00025	E01607
E01522	R00047	E01496
E01398	R00073	E01513
E00008	R00050	E00598
E00740	R00014	E01613
E01214	R00058	E00560
E01583	R00038	E01792
E01478	R00064	E01686
E00332	R00015	E00452
E00327	R00079	E01550
E01345	R00027	E01372
E01806	R00076	E01652
E00375	R00085	E00832
E01039	R00043	E01348
E00503	R00050	E00200
E01050	R00025	E01422
E01675	R00023	E01702
E00283	R00052	E01831
E01151	R00026	E00627
E01795	R00063	E01527
E01817	R00028	E01404
E01384	R00060	E00066
E00659	R00029	E01217
E01154	R00031	E00143
E01551	R00047	E01159
E01126	R00075	E00793
E00533	R00063	E01937
E00182	R00050	E01743
E00277	R00034	E00166
E00382	R00041	E01322
E01470	R00052	E00920
E00623	R00037	E01333
E00112	R00062	E01874
E01246	R00050	E01308
E01017	R00022	E01297
E01898	R00023	E01832
E00740	R00079	E01329
E01309	R00002	E01667
E01169	R00048	E01780
E01247	R00082	E01645
E00929	R00047	E00974
E01086	R00082	E01655
E00389	R00081	E01306
E01570	R00076	E00920
E01550	R00031	E00935
E00565	R00064	E00067
E01040	R00012	E01423
E00833	R00060	E00042
E00503	R00015	E00144
E00710	R00034	E01268
E00760	R00025	E01085
E01514	R00012	E00239
E01661	R00082	E00150
E01252	R00013	E00830
E00381	R00079	E00209
E00316	R00079	E01405
E00870	R00007	E01871
E00113	R00043	E01892
E01502	R00026	E00391
E00124	R00082	E01366
E01894	R00008	E01679
E00191	R00010	E00300
E00607	R00081	E00747
E00772	R00056	E01457
E00314	R00017	E00686
E01347	R00015	E01718
E00145	R00043	E01417
E00918	R00043	E01546
E00273	R00010	E01658
E01218	R00026	E00030
E00934	R00031	E01667
E01644	R00043	E00716
E01867	R00022	E01061
E00731	R00042	E00783
E00294	R00064	E00424
E01938	R00060	E01901
E01593	R00030	E00339
E01442	R00061	E01776
E01462	R00015	E01444
E01923	R00040	E01563
E00327	R00035	E01166
E00548	R00039	E01176
E01105	R00050	E00372
E01928	R00036	E01089
E01659	R00081	E00415
E01544	R00082	E00717
E01003	R00084	E01210
E01331	R00076	E01799
E00978	R00043	E00405
E01820	R00045	E01823
E00360	R00039	E01055
E00041	R00002	E01489
E01037	R00051	E01878
E01814	R00009	E01925
E01923	R00018	E01894
E00985	R00061	E00434
E01248	R00038	E00521
E01672	R00026	E01841
E00393	R00076	E01855
E00345	R00055	E00216
E00631	R00061	E01662
E00889	R00082	E01655
E01919	R00011	E01739
E00934	R00079	E01266
E00731	R00025	E01946
E00294	R00002	E01414
E00508	R00018	E01173
E00108	R00086	E01315
E01518	R00026	E01333
E00777	R00034	E00819
E01360	R00002	E00118
E00918	R00066	E01638
E00207	R00025	E01147
E00565	R00010	E00948
E00301	R00017	E00796
E01317	R00044	E00412
E01851	R00010	E01539
E01669	R00023	E00243
E01616	R00061	E01973
E00523	R00044	E01019
E00368	R00076	E00329
E01167	R00054	E01522
E01141	R00052	E01879
E01089	R00036	E01928
E01483	R00084	E00863
E01518	R00022	E01510
E01299	R00026	E01498
E01068	R00040	E01045
E01548	R00035	E01458
E00989	R00073	E00557
E00432	R00047	E00409
E00545	R00027	E01868
E01575	R00013	E00518
E00112	R00040	E00343
E00255	R00015	E00494
E00500	R00027	E00625
E00496	R00001	E00470
E01436	R00015	E00249
E01152	R00082	E01137
E00348	R00015	E01809
E01977	R00021	E00466
E01551	R00060	E00796
E00695	R00073	E00599
E00283	R00022	E00400
E00246	R00015	E00312
E01765	R00055	E01197
E01751	R00015	E00241
E00998	R00014	E01899
E01287	R00062	E01736
E01540	R00012	E00822
E01363	R00037	E00960
E00884	R00025	E01798
E00104	R00042	E01334
E00400	R00034	E01521
E01262	R00034	E01191
E00693	R00061	E00493
E00121	R00026	E01480
E01634	R00052	E00171
E00941	R00081	E00888
E01537	R00051	E01412
E01652	R00081	E00345
E01310	R00047	E00795
E00820	R00022	E00701
E01804	R00050	E00913
E01360	R00040	E00012
E00345	R00085	E00276
E00918	R00048	E00355
E01964	R00017	E01167
E01568	R00055	E01702
E01092	R00047	E00275
E00668	R00039	E01533
E00756	R00052	E01811
E00765	R00020	E01407
E01524	R00052	E00265
E00723	R00063	E00644
E00558	R00075	E01658
E00702	R00062	E01916
E01434	R00045	E00176
E01154	R00083	E00621
E00529	R00044	E01247
E01259	R00018	E00961
E01903	R00026	E01821
E00103	R00055	E01879
E01220	R00027	E01656
E00244	R00026	E01804
E00593	R00075	E00983
E00608	R00084	E01744
E01015	R00014	E01977
E00571	R00012	E00841
E01390	R00030	E01175
E01084	R00050	E00028
E00519	R00046	E01219
E00135	R00031	E01152
E01544	R00060	E01716
E01478	R00062	E01914
E01612	R00047	E01938
E00639	R00011	E01648
E00424	R00064	E00294
E01197	R00069	E01307
E01139	R00069	E01607
E00485	R00055	E01847
E00341	R00058	E01228
E01242	R00084	E01897
E01483	R00008	E00665
E01676	R00017	E01404
E00639	R00033	E00003
E01490	R00068	E00979
E01556	R00002	E00774
E01361	R00047	E01794
E01829	R00014	E01699
E00672	R00012	E00190
E01407	R00020	E00765
E00851	R00034	E01949
E00055	R00050	E01902
E01210	R00082	E00167
E00585	R00040	E01071
E00912	R00037	E01272
E01959	R00069	E00329
E01002	R00027	E01008
E00583	R00077	E01170
E00089	R00002	E01545
E00887	R00081	E01194
E01182	R00030	E01878
E01724	R00068	E01849
E01718	R00047	E00062
E01852	R00023	E00651
E01910	R00051	E01427
E00596	R00021	E00099
E01285	R00051	E01727
E00869	R00015	E01860
E00152	R00044	E00933
E00066	R00045	E01829
E00828	R00037	E00093
E00697	R00054	E01388
E01082	R00027	E01977
E00137	R00063	E01936
E00078	R00073	E00581
E01708	R00028	E01815
E00783	R00042	E00731
E01890	R00042	E01254
E01234	R00082	E00154
E01063	R00026	E01466
E01032	R00043	E01827
E01309	R00043	E00535
E01312	R00018	E01616
E00463	R00066	E00863
E01737	R00068	E01154
E00867	R00047	E01398
E00151	R00019	E01791
E00236	R00079	E01995
E01461	R00076	E01079
E01939	R00038	E01221
E01600	R00043	E00893
E00391	R00042	E01184
E01388	R00054	E00697
E01070	R00014	E00247
E01138	R00084	E01981
E01090	R00015	E01470
E01326	R00041	E01195
E01391	R00076	E00279
E00907	R00022	E00295
E01708	R00064	E01455
E01351	R00007	E00841
E01074	R00051	E00000
E00634	R00073	E01980
E01738	R00084	E01736
E01366	R00061	E00676
E00629	R00026	E00131
E00156	R00012	E00820
E01432	R00042	E01519
E01127	R00056	E00241
E00812	R00050	E01054
E00654	R00043	E01680
E00017	R00010	E01172
E00725	R00018	E01823
E00762	R00038	E00341
E00906	R00006	E01182
E00999	R00018	E01631
E00321	R00011	E00600
E00661	R00079	E00217
E00357	R00025	E01046
E00027	R00034	E00365
E00974	R00002	E00077
E01030	R00041	E00336
E01809	R00025	E01780
E01422	R00017	E00828
E01088	R00063	E01269
E00501	R00026	E00006
E01334	R00025	E01688
E00193	R00045	E01180
E00447	R00003	E01283
E01623	R00068	E00975
E00973	R00011	E00824
E01458	R00075	E01353
E00304	R00034	E01473
E00796	R00017	E00301
E00481	R00063	E00026
E01156	R00082	E01720
E00000	R00051	E01074
E00579	R00064	E00617
E01502	R00051	E01528
E00219	R00063	E00314
E00123	R00076	E00509
E00074	R00025	E00670
E01037	R00050	E01707
E01069	R00082	E01827
E01310	R00086	E00458
E01285	R00040	E00592
E01778	R00050	E00212
E00535	R00002	E00933
E00214	R00063	E01196
E01353	R00079	E00278
E01909	R00082	E01785
E01752	R00040	E00933
E00217	R00036	E00587
E01867	R00034	E00751
E00698	R00077	E01291
E00220	R00069	E01728
E01629	R00012	E01520
E01349	R00010	E01435
E00174	R00033	E01818
E01463	R00047	E00227
E00231	R00037	E00055
E01901	R00047	E01696
E00836	R00002	E01193
E01993	R00051	E01961
E00451	R00079	E01559
E00520	R00063	E00228
E00685	R00026	E00840
E00801	R00082	E00090
E00138	R00003	E01051
E01332	R00055	E01827
E01369	R00061	E00922
E00741	R00082	E01610
E00232	R00017	E00264
E01741	R00063	E01799
E01822	R00081	E01007
E00675	R00026	E01662
E00692	R00015	E00183
E01457	R00047	E01153
E01909	R00068	E00518
E00731	R00054	E00212
E01072	R00039	E00912
E01129	R00026	E00832
E01466	R00010	E01462
E01877	R00045	E00171
E01429	R00069	E01622
E00921	R00041	E01278
E01720	R00039	E00793
E00435	R00076	E01348
E00032	R00026	E00593
E01979	R00037	E00702
E01553	R00055	E01194
E01424	R00065	E00387
E01841	R00050	E00566
E00305	R00036	E01119
E00855	R00075	E00259
E01476	R00033	E00563
E00200	R00007	E00579
E01675	R00012	E01141
E00351	R00066	E00257
E01948	R00001	E00918
E01132	R00025	E01286
E00666	R00050	E01307
E00970	R00078	E01600
E01373	R00021	E00483
E00113	R00035	E00596
E00432	R00064	E00985
E00567	R00002	E00913
E00833	R00001	E00608
E00341	R00002	E00725
E00503	R00051	E00553
E01200	R00042	E00836
E01175	R00030	E01886
E01755	R00012	E01883
E00885	R00023	E01980
E00455	R00002	E01230
E01806	R00045	E01960
E01323	R00022	E00282
E00274	R00043	E01255
E01662	R00077	E01235
E01318	R00069	E01684
E00248	R00054	E01468
E00918	R00076	E01393
E00036	R00010	E01613
E01692	R00082	E00208
E00017	R00064	E00008
E00202	R00043	E00589
E00030	R00055	E01774
E00236	R00026	E00640
E01928	R00036	E01988
E01604	R00015	E01955
E01594	R00060	E00666
E01689	R00035	E01176
E01200	R00011	E00368
E01226	R00084	E01126
E00702	R00081	E00657
E00766	R00064	E00574
E01698	R00079	E01378
E01692	R00063	E00075
E01646	R00015	E00304
E00022	R00039	E01878
E00521	R00084	E01732
E00549	R00014	E00779
E00089	R00069	E00140
E00218	R00002	E01769
E01591	R00047	E01984
E00832	R00085	E00375
E00635	R00030	E01400
E01212	R00075	E01168
E00580	R00022	E00258
E01879	R00043	E00133
E00647	R00023	E01990
E01446	R00011	E01703
E00212	R00054	E00731
E01430	R00050	E01152
E00426	R00030	E00986
E00622	R00084	E00048
E01130	R00078	E01317
E01682	R00022	E01845
E00423	R00047	E01243
E01822	R00050	E00705
E00920	R00051	E01816
E00135	R00066	E00926
E01368	R00018	E00307
E00573	R00039	E01954
E01436	R00075	E00267
E01312	R00042	E00121
E00911	R00011	E01625
E00661	R00050	E00235
E00393	R00048	E00322
E01252	R00050	E00864
E00123	R00055	E00452
E00020	R00047	E00062
E01894	R00022	E00673
E01158	R00073	E00303
E01014	R00076	E00805
E01350	R00037	E00005
E00397	R00063	E00129
E01314	R00079	E01652
E01615	R00063	E01609
E00622	R00040	E00316
E01542	R00043	E01236
E01877	R00040	E01535
E00943	R00026	E00554
E00698	R00011	E00133
E00589	R00076	E00913
E00032	R00084	E00179
E01321	R00055	E01232
E01331	R00000	E01896
E01154	R00026	E01198
E00070	R00066	E01078
E01314	R00018	E00946
E00684	R00011	E00346
E01277	R00085	E00567
E01899	R00011	E00904
E00546	R00032	E00154
E00533	R00062	E00237
E00838	R00038	E01051
E00724	R00038	E00905
E00622	R00012	E01704
E00019	R00043	E00528
E00134	R00030	E00423
E00981	R00042	E01925
E01636	R00034	E00144
E01985	R00084	E00513
E01997	R00027	E00899
E00256	R00084	E01166
E00380	R00002	E00731
E01902	R00050	E01849
E01502	R00067	E01116
E00656	R00079	E00654
E01488	R00018	E00263
E00344	R00061	E00679
E00817	R00025	E00997
E01129	R00002	E01672
E00701	R00075	E00596
E01009	R00039	E00135
E00136	R00026	E01725
E00807	R00043	E00751
E01603	R00065	E01883
E00122	R00052	E00874
E01831	R00035	E00304
E00944	R00054	E00852
E00854	R00010	E00695
E00821	R00050	E01312
E01944	R00017	E01787
E01276	R00079	E01007
E00364	R00040	E01947
E01042	R00025	E01369
E01025	R00025	E00877
E01762	R00034	E01856
E00664	R00084	E01486
E01579	R00075	E01298
E01083	R00010	E01308
E01281	R00037	E01842
E00758	R00037	E01144
E00493	R00027	E01413
E01901	R00035	E00486
E00205	R00045	E01528
E00836	R00045	E01031
E01499	R00069	E01383
E00175	R00061	E00688
E00154	R00063	E01393
E01056	R00059	E01572
E00946	R00047	E01123
E01948	R00084	E00234
E00940	R00083	E01138
E01043	R00082	E01449
E01317	R00012	E00614
E00121	R00002	E01672
E01515	R00042	E00817
E00236	R00052	E00932
E01851	R00003	E01369
E00851	R00007	E01047
E00949	R00002	E01375
E01273	R00007	E00410
E00490	R00010	E00255
E00072	R00052	E00546
E00985	R00003	E01616
E01216	R00047	E00796
E00794	R00048	E01502
E00885	R00071	E01634
E00203	R00050	E00523
E00006	R00079	E00657
E01346	R00078	E01842
E00991	R00014	E00643
E01498	R00010	E01957
E01801	R00050	E00303
E00986	R00012	E01598
E01288	R00028	E00194
E01941	R00040	E00421
E01024	R00025	E01351
E01580	R00063	E00898
E00450	R00045	E00320
E00954	R00021	E01004
E00004	R00023	E00630
E01843	R00050	E01905
E01203	R00042	E00660
E00282	R00086	E01915
E00476	R00066	E01487
E00993	R00026	E01860
E01020	R00011	E00008
E01745	R00015	E00272
E00449	R00022	E00124
E00012	R00015	E00620
E00140	R00055	E00994
E01305	R00043	E01642
E01572	R00061	E01643
E00435	R00010	E01137
E00895	R00026	E00670
E01896	R00000	E01331
E01018	R00066	E00211
E01234	R00042	E00874
E01621	R00040	E00260
E00976	R00026	E00345
E00776	R00075	E01840
E01202	R00061	E01834
E00798	R00046	E01909
E00974	R00040	E00844
E00927	R00036	E00042
E01574	R00001	E00145
E00008	R00037	E00323
E01736	R00062	E01287
E01861	R00043	E00310
E00331	R00068	E00211
E00207	R00045	E01735
E00034	R00011	E01363
E00988	R00079	E01248
E01624	R00025	E01916
E01300	R00015	E01881
E01516	R00060	E01393
E01120	R00050	E01694
E00806	R00077	E00706
E01761	R00022	E00800
E01756	R00045	E01407
E01942	R00068	E00418
E01400	R00030	E00635
E01093	R00040	E01758
E00156	R00050	E00750
E00533	R00015	E00975
E00135	R00040	E00047
E01575	R00026	E00465
E01694	R00002	E01820
E00912	R00056	E00997
E00104	R00020	E00672
E00231	R00024	E00713
E01580	R00040	E00691
E00497	R00001	E01970
E01713	R00075	E01033
E00767	R00018	E00456
E00584	R00055	E01262
E00759	R00026	E00465
E00552	R00002	E01084
E01464	R00025	E01181
E00661	R00068	E01126
E01775	R00086	E00650
E01814	R00040	E00302
E00660	R00018	E00991
E00991	R00047	E01806
E01316	R00034	E01731
E01880	R00042	E01703
E00139	R00007	E00725
E00655	R00076	E01177
E00209	R00040	E01446
E01040	R00025	E01871
E00611	R00050	E01830
E01089	R00042	E01623
E01605	R00040	E01211
E01162	R00034	E01964
E00751	R00012	E01186
E00934	R00040	E01509
E00134	R00002	E00614
E01252	R00054	E01135
E00508	R00017	E01602
E00420	R00023	E01919
E01103	R00048	E00237
E01471	R00050	E01380
E01372	R00020	E00954
E00406	R00015	E00712
E00944	R00011	E00217
E01354	R00061	E01734
E01133	R00007	E01950
E01473	R00063	E01475
E01673	R00045	E00666
E00987	R00082	E01318
E00266	R00034	E00066
E00238	R00069	E01737
E01465	R00014	E01966
E00403	R00043	E01056
E01442	R00076	E01823
E01802	R00037	E00605
E00698	R00002	E01845
E00854	R00055	E01745
E01003	R00076	E00770
E00997	R00056	E00912
E01432	R00042	E00991
E01096	R00082	E00862
E00236	R00024	E00100
E01511	R00002	E01512
E01145	R00059	E00701
E01194	R00040	E00133
E00385	R00050	E00187
E01264	R00052	E00194
E00760	R00046	E01001
E00399	R00073	E00563
E01394	R00023	E01591
E01806	R00032	E00982
E01808	R00015	E00560
E00484	R00023	E00061
E00398	R00007	E00259
E00585	R00042	E00284
E01204	R00083	E00127
E00066	R00060	E01384
E01073	R00058	E00160
E01877	R00041	E00971
E01684	R00030	E00486
E00506	R00069	E00914
E01410	R00026	E01615
E01243	R00084	E01075
E00683	R00084	E01077
E00361	R00082	E00826
E01381	R00063	E01788
E00658	R00042	E01646
E01196	R00062	E00124
E01966	R00063	E00974
E01668	R00012	E00738
E00800	R00010	E01814
E01885	R00022	E01240
E01717	R00010	E00300
E01215	R00064	E00514
E01866	R00025	E01461
E01321	R00036	E00264
E01617	R00012	E00692
E01027	R00036	E01690
E00155	R00047	E00186
E00166	R00061	E00975
E01451	R00040	E00426
E01501	R00061	E01155
E00809	R00048	E00200
E01472	R00085	E01607
E01134	R00037	E01755
E01391	R00076	E00698
E00021	R00022	E00212
E00803	R00001	E00121
E00275	R00052	E01606
E01374	R00085	E00903
E00075	R00025	E01446
E00061	R00038	E00906
E00841	R00026	E01043
E01182	R00027	E01286
E01370	R00012	E01860
E00596	R00034	E01292
E01083	R00014	E01874
E00989	R00076	E01653
E00712	R00037	E00225
E01527	R00084	E01745
E00728	R00023	E00357
E01516	R00030	E01658
E00036	R00002	E00436
E01376	R00001	E01945
E01110	R00084	E00498
E01829	R00015	E00047
E01234	R00051	E01775
E00365	R00026	E01106
E01247	R00042	E01121
E01095	R00001	E01164
E00882	R00086	E01005
E00171	R00043	E01860
E00250	R00046	E00899
E00324	R00050	E00653
E00301	R00055	E01578
E01936	R00064	E00348
E00465	R00052	E00428
E01241	R00040	E00341
E00009	R00078	E01641
E00717	R00079	E01130
E01446	R00061	E01958
E00535	R00034	E01511
E01335	R00063	E00218
E00526	R00000	E01990
E01598	R00014	E00208
E01703	R00018	E01232
E00662	R00082	E01989
E00153	R00060	E01460
E01731	R00002	E01735
E01007	R00081	E01822
E00789	R00039	E01631
E00839	R00040	E00246
E00162	R00052	E00211
E01093	R00059	E01926
E01341	R00072	E00293
E01052	R00026	E01016
E01152	R00038	E00919
E01081	R00076	E00200
E01302	R00073	E01508
E01608	R00022	E01524
E01811	R00021	E01859
E01857	R00026	E01005
E01114	R00050	E01676
E00904	R00036	E00034
E01822	R00015	E01293
E00329	R00084	E01010
E00698	R00076	E01391
E01752	R00084	E00210
E01860	R00025	E00372
E01180	R00045	E01609
E00525	R00002	E01075
E01482	R00012	E00036
E00746	R00061	E00569
E01169	R00018	E00960
E01960	R00052	E00477
E00358	R00063	E01176
E00665	R00061	E00373
E01759	R00040	E01147
E01290	R00077	E01531
E01678	R00023	E00658
E01303	R00055	E00734
E01728	R00069	E00220
E01298	R00037	E01800
E00992	R00043	E01404
E00545	R00058	E00174
E01816	R00038	E01556
E00912	R00050	E00578
E00249	R00034	E00326
E00691	R00042	E01936
E00898	R00051	E01141
E00741	R00063	E00433
E01628	R00079	E00935
E01949	R00011	E00256
E01943	R00042	E01269
E00098	R00018	E00499
E00784	R00040	E00521
E00559	R00002	E00364
E00345	R00042	E00571
E00630	R00040	E01303
E00442	R00038	E00947
E01009	R00022	E01141
E01134	R00063	E00931
E00849	R00050	E01932
E01965	R00026	E01288
E00383	R00068	E01707
E01945	R00069	E01217
E01312	R00025	E00189
E01530	R00061	E00034
E01446	R00015	E01806
E00848	R00055	E01299
E01209	R00012	E01508
E01771	R00082	E01483
E01648	R00038	E00836
E01760	R00057	E01831
E01262	R00084	E01919
E01366	R00047	E01055
E00649	R00076	E01756
E00979	R00022	E01642
E00237	R00050	E00518
E01808	R00061	E01911
E01227	R00079	E01591
E01980	R00069	E00954
E00665	R00076	E00169
E01083	R00052	E00803
E01257	R00061	E01228
E00855	R00003	E00322
E01393	R00082	E01807
E00135	R00039	E01009
E01204	R00014	E01633
E00275	R00052	E01463
E00409	R00047	E00432
E01182	R00047	E01009
E00859	R00043	E00718
E01665	R00051	E00379
E01851	R00016	E00392
E01393	R00021	E01747
E01386	R00084	E00238
E00939	R00063	E00495
E01987	R00035	E00973
E00981	R00063	E01031
E00824	R00006	E01036
E01017	R00079	E01447
E00738	R00084	E00048
E01554	R00064	E00549
E01894	R00033	E00441
E00458	R00055	E00565
E00927	R00082	E00385
E00209	R00042	E00318
E01128	R00039	E00878
E00782	R00066	E01769
E00647	R00055	E00313
E01049	R00007	E01447
E01163	R00063	E01102
E01901	R00063	E01294
E00978	R00084	E01939
E00304	R00052	E01467
E00580	R00058	E01065
E00318	R00073	E01133
E01156	R00037	E01086
E01628	R00061	E01457
E00302	R00002	E01616
E00881	R00048	E01735
E01030	R00066	E00946
E00936	R00040	E00196
E00102	R00018	E00961
E00822	R00040	E01276
E00604	R00042	E01103
E00854	R00047	E00457
E00835	R00023	E00361
E01383	R00037	E01216
E00903	R00085	E01374
E00408	R00038	E00662
E01247	R00052	E00615
E01927	R00055	E01977
E01985	R00026	E00550
E01431	R00055	E00382
E00751	R00075	E00656
E01536	R00040	E01754
E00870	R00069	E01153
E00339	R00043	E00416
E00099	R00030	E00332
E00237	R00050	E00786
E01526	R00048	E00404
E01633	R00024	E00449
E00380	R00016	E00744
E00801	R00043	E01050
E01745	R00084	E01527
E01767	R00018	E00755
E01830	R00050	E00611
E01175	R00002	E01820
E01584	R00063	E01850
E01564	R00052	E00429
E00152	R00003	E00675
E00315	R00063	E01305
E01427	R00018	E01001
E00886	R00079	E01799
E01903	R00014	E01769
E00881	R00034	E00749
E00772	R00038	E00293
E01906	R00018	E00503
E00639	R00015	E00847
E00835	R00042	E01029
E00433	R00059	E01300
E01144	R00034	E01392
E00887	R00013	E01589
E01964	R00079	E00403
E00076	R00079	E01559
E00168	R00082	E00904
E01687	R00075	E00085
E00655	R00055	E01860
E00725	R00064	E00660
E01484	R00024	E01067
E00654	R00043	E01328
E01236	R00010	E01757
E00550	R00081	E00447
E00551	R00025	E01061
E01493	R00055	E00594
E01200	R00064	E00254
E00303	R00073	E01158
E00001	R00047	E01975
E01811	R00045	E01041
E01647	R00079	E01292
E01217	R00069	E01945
E01786	R00073	E01120
E00111	R00045	E00565
E01916	R00051	E00964
E01974	R00018	E01010
E00352	R00061	E00364
E01130	R00052	E00020
E01761	R00034	E01770
E01301	R00075	E00259
E00745	R00014	E00103
E00857	R00040	E01149
E01959	R00069	E00596
E01172	R00050	E00550
E00588	R00034	E01001
E01569	R00064	E01993
E01677	R00003	E01866
E01662	R00073	E00920
E01777	R00082	E01628
E00876	R00052	E00781
E00267	R00066	E00434
E01657	R00042	E01269
E01825	R00045	E01172
E01132	R00076	E00007
E01657	R00042	E01379
E01472	R00038	E01693
E00216	R00026	E00723
E00673	R00061	E00718
E00763	R00047	E00236
E00619	R00012	E01782
E00358	R00010	E00348
E01388	R00075	E01671
E01189	R00015	E00033
E01711	R00030	E00422
E01621	R00010	E01850
E00503	R00064	E00648
E01483	R00040	E00697
E00852	R00054	E00944
E00004	R00026	E01865
E01703	R00055	E01616
E01210	R00050	E00850
E00318	R00052	E01411
E00758	R00061	E01672
E01243	R00047	E00423
E00188	R00025	E01178
E00820	R00085	E00366
E01785	R00063	E01193
E00403	R00042	E00747
E01076	R00020	E00292
E00648	R00055	E01340
E00611	R00076	E00736
E00989	R00079	E00777
E01663	R00052	E00127
E01920	R00047	E01716
E01060	R00076	E00664
E01103	R00042	E00604
E00242	R00081	E00122
E01113	R00042	E01460
E00836	R00042	E01200
E00615	R00011	E00294
E01361	R00030	E00246
E01732	R00014	E00623
E01421	R00073	E01991
E00755	R00033	E01164
E01197	R00018	E01785
E00593	R00068	E01722
E00266	R00012	E00523
E01332	R00034	E00583
E01636	R00052	E01139
E01772	R00028	E00213
E00631	R00037	E00343
E00066	R00021	E00160
E01031	R00002	E01896
E01413	R00012	E01570
E00637	R00013	E00502
E00257	R00022	E01872
E01133	R00050	E00567
E01120	R00073	E01786
E01420	R00084	E01067
E01166	R00035	E00327
E00294	R00061	E01051
E00202	R00079	E01285
E00891	R00047	E01422
E00308	R00058	E01784
E01001	R00046	E00760
E01770	R00076	E00903
E00484	R00068	E01553
E00221	R00079	E00875
E01305	R00045	E01148
E00409	R00059	E01120
E00517	R00063	E00909
E01426	R00032	E00415
E01030	R00022	E00558
E01857	R00034	E00845
E01468	R00043	E00234
E00060	R00026	E00596
E01647	R00063	E00354
E01317	R00012	E01728
E00124	R00062	E01196
E01690	R00084	E01422
E00202	R00014	E01015
E00930	R00075	E01511
E01355	R00081	E01232
E00272	R00001	E01045
E01114	R00084	E00661
E00148	R00006	E01933
E01467	R00011	E01903
E01968	R00043	E01007
E00319	R00081	E00437
E01727	R00025	E00489
E01852	R00042	E01061
E01700	R00044	E00250
E00324	R00042	E01318
E01532	R00027	E00164
E01302	R00048	E01299
E00154	R00079	E00133
E01416	R00014	E01056
E01004	R00026	E01331
E01589	R00034	E00175
E00884	R00084	E01537
E00861	R00050	E00565
E00863	R00084	E01483
E00148	R00063	E00977
E01196	R00079	E01472
E01423	R00043	E01905
E00654	R00039	E01238
E00304	R00002	E00433
E00895	R00075	E01310
E01014	R00015	E00343
E01331	R00086	E00383
E01186	R00040	E01412
E00528	R00082	E01976
E00686	R00034	E01783
E00731	R00069	E01086
E01920	R00084	E01086
E00371	R00067	E00228
E01694	R00012	E01809
E00808	R00003	E01821
E01704	R00017	E00664
E00745	R00030	E01808
E01452	R00069	E00575
E00576	R00055	E00565
E00812	R00068	E00245
E00093	R00054	E01278
E01882	R00042	E01914
E00187	R00043	E01135
E01605	R00038	E01222
E00948	R00079	E01219
E00978	R00083	E01628
E01602	R00013	E01853
E00366	R00075	E00392
E01537	R00040	E00888
E00960	R00063	E01121
E01204	R00043	E01027
E00492	R00079	E01735
E01641	R00078	E00914
E00764	R00061	E01665
E00863	R00026	E01918
E01631	R00031	E01837
E01363	R00077	E01116
E00609	R00007	E00469
E01651	R00063	E01672
E00284	R00042	E00585
E01881	R00083	E01815
E00894	R00069	E00477
E01426	R00082	E00666
E01342	R00082	E01633
E01973	R00015	E01659
E00460	R00069	E00285
E00447	R00013	E00420
E01273	R00037	E00633
E01792	R00026	E00737
E01058	R00076	E01231
E01918	R00034	E00500
E01475	R00011	E01566
E00692	R00017	E00280
E01099	R00048	E00386
E01440	R00021	E01248
E01464	R00085	E01113
E01209	R00020	E01901
E01160	R00068	E00554
E00079	R00040	E00004
E01169	R00002	E01146
E00091	R00034	E01850
E01265	R00050	E00342
E00728	R00074	E00775
E01954	R00033	E01423
E01407	R00030	E00540
E01950	R00007	E01133
E01192	R00012	E01645
E01747	R00021	E01393
E00600	R00082	E00638
E01541	R00043	E01480
E01638	R00012	E00595
E01212	R00058	E00985
E01048	R00038	E01427
E00970	R00045	E01772
E01786	R00023	E00332
E01269	R00033	E00980
E00092	R00018	E00846
E01405	R00058	E00122
E00414	R00035	E00893
E00964	R00055	E01763
E00631	R00052	E01151
E00914	R00069	E00506
E01483	R00011	E01409
E00365	R00068	E01240
E01715	R00047	E01866
E00176	R00018	E00804
E01456	R00066	E00466
E01888	R00018	E01809
E00071	R00011	E01450
E01192	R00023	E00197
E00679	R00018	E01633
E00798	R00084	E01690
E00685	R00063	E00209
E01478	R00075	E01738
E01097	R00054	E01237
E01567	R00048	E01859
E00738	R00012	E01668
E01309	R00054	E00750
E01277	R00015	E01579
E01321	R00021	E01612
E00400	R00022	E00283
E00726	R00030	E00881
E00096	R00052	E00125
E00962	R00073	E00440
E01952	R00002	E01300
E01611	R00079	E00499
E01490	R00052	E00867
E00729	R00045	E01105
E01705	R00063	E00961
E00440	R00015	E00451
E01046	R00082	E01088
E00638	R00050	E01695
E01023	R00076	E00147
E01533	R00003	E00678
E00940	R00055	E00298
E00428	R00082	E01583
E00207	R00060	E01765
E01797	R00020	E00032
E00168	R00040	E00453
E00513	R00002	E00189
E00065	R00045	E00365
E01590	R00022	E01661
E01003	R00052	E01555
E01139	R00002	E01498
E00769	R00020	E00836
E01185	R00081	E01163
E01448	R00047	E01539
E01996	R00085	E01977
E00725	R00050	E00343
E01893	R00051	E01817
E00899	R00054	E00578
